16,TRIPURA                                           ,1606,KHOWAI                                            ,9360,12534,9122,178,714,10951,135,0,931,934,560,0,0,1592,0,0,9164,11993,6913,178,466,9979,135,0,290,754,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024,6377,5798,6292,6157,6024,5832,6708,5801,5895,6316,5672,6078,5963,5798,5605,6212,3783,3142,1867,14457,7038,8064,3972,0,0,0,0,0,0,0,0,0,0,0,0,5190,6661,4929,89,175,23246,2867,2877,3158,2775,3052,2948,2801,2768,24,28,24,26,21,24,25,10,11,19,18,12,19,17,24,9,27882,14983,9400,12332,9349,0,486,11048,135,892,1136,333,178,228,1495,0,74,0,0,0,0,0,0,43,21,29,37,32,26,18,13,223,143,101,63,6441,4124,3227,1983,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1604,NORTH TRIPURA                                     ,12891,18788,14713,0,752,13265,170,0,1427,1864,562,0,251,2431,0,0,12302,18683,11649,0,752,12984,170,0,1056,1666,0,0,0,1503,0,0,17554,14628,15935,15428,16248,15069,11948,9930,16338,15397,14616,14771,15217,16172,12865,10365,16596,16112,16093,14921,15195,14414,15618,12483,10091,9937,9622,9330,8697,8086,7882,8399,9148,9539,9574,9255,8851,7942,7663,7311,7664,4524,3783,2178,15005,7301,5704,2721,0,0,65.81,0,0,53.12,0,0,54.32,0,0,49.2,7750,10264,7759,0,457,34282,4509,4772,4614,4471,4420,3971,3855,3670,62,53,74,43,68,39,40,42,48,46,38,42,56,35,28,19,38273,21227,13890,19153,14125,0,1003,12770,0,1784,1932,1048,0,0,2926,170,0,0,482,0,0,0,0,126,66,39,25,21,16,5,11,9586,4406,4756,2423,9359,5659,4584,2889,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1605,SEPAHIJALA                                        ,10889,20011,15525,0,395,19982,0,0,1539,1336,2529,0,0,1873,0,0,10374,19097,13416,0,395,18603,0,0,1263,974,2529,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10353,11000,10546,10676,11003,9749,9594,10755,9636,10551,11137,10604,10748,9669,9417,9127,8571,5010,4132,2506,12990,6430,7628,3715,0,0,0,0,0,0,0,0,0,0,0,0,8721,11035,8645,0,133,39670,4716,5102,5309,5236,5258,4788,4682,4579,26,30,35,37,37,32,29,32,19,29,28,36,29,35,17,31,44940,24874,16682,21391,16786,0,395,21445,0,957,675,1608,0,0,780,0,112,0,0,0,0,0,0,14,6,5,6,12,2,0,16,19218,8760,9205,4474,7651,4831,3728,2380,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1602,SOUTH TRIPURA                                     ,15426,18909,11310,172,3017,17719,81,0,1023,322,0,0,476,1983,0,0,14553,18364,9480,172,2207,17106,81,0,783,322,0,0,180,1795,0,0,26438,22630,24729,23321,23973,21273,17543,15009,20211,18945,18190,18738,17904,20527,17357,14520,19059,18698,18986,17848,18474,17086,19523,16562,9162,9470,9598,9426,9001,9033,8276,9331,8267,8984,9339,9333,9261,8715,8754,7932,6380,4123,3050,2041,22355,11133,11054,5322,0,0,53.88,0,0,48.17,0,0,51.69,0,0,42.66,8241,9454,5656,87,1394,34554,3991,4447,4611,4602,4628,4247,4185,3843,11,26,25,29,18,26,21,28,14,18,16,24,17,22,16,17,43355,22499,15847,18909,10519,0,3337,17810,81,719,322,791,172,156,1892,0,30,0,0,0,0,0,0,59,16,22,23,24,26,25,15,1500,744,724,388,6878,4578,3358,2176,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1608,UNAKOTI                                           ,8092,13797,9416,0,892,10713,0,0,1067,837,392,0,390,847,0,0,7382,13421,7068,0,368,10054,0,0,513,526,392,0,248,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730,7171,6814,6972,6430,5936,6080,6437,6451,6694,7257,6727,6793,5478,5784,5902,6851,4061,3372,2037,8358,4051,4278,2048,0,0,0,0,0,0,0,0,0,0,0,0,6731,7232,4931,0,559,25225,3178,3295,3619,3382,3289,2624,2909,2929,30,23,31,45,39,44,48,36,12,19,25,40,30,27,35,37,31546,14541,12647,13797,8871,0,1101,11046,0,876,837,1216,0,181,514,0,0,0,0,0,0,0,0,38,20,18,17,34,77,67,88,10169,3444,5083,1814,6739,4375,3349,2074,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1601,WEST TRIPURA                                      ,12672,17595,34895,0,1062,22767,141,0,2316,3143,22916,0,506,4349,94,0,9959,14502,19337,0,333,15384,91,0,1078,1912,7658,0,102,1969,0,0,35078,34024,35201,34247,36597,40593,34834,30215,31037,33298,34164,34245,34272,37932,33785,29341,32435,30974,31958,32087,32296,31950,36680,32779,16002,15846,15668,15774,15934,15397,15362,17160,15110,15983,16161,15949,16249,15615,15176,14952,19323,11275,9429,5532,17889,8755,11332,5588,0,0,55.75,0,0,50.24,0,0,48.67,0,0,44.19,8746,10322,28596,0,653,61542,7520,7802,7863,7813,7924,7732,7479,7409,39,42,55,56,52,49,44,69,31,19,33,27,35,29,23,31,69365,40238,15876,19188,37574,0,1411,23957,235,1426,1721,20237,0,157,3159,0,143,0,0,0,0,0,0,6,0,6,5,12,6,12,15,5746,1832,2877,944,15955,9971,7889,5017,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,915,AGRA                                              ,205087,935,1581,57290,1308,0,0,0,237760,116850,33644,32197,23686,12919,6055,331,184789,241,1280,54692,679,0,0,0,67688,46211,13856,8563,14872,10532,4158,0,94311,82617,82173,71982,62903,36647,33976,33056,90997,86486,77465,72932,64514,38455,35932,34032,128906,120842,116172,103462,97260,53661,53187,49176,139657,127859,120651,114687,103027,67575,66261,66312,125622,114727,108658,102791,99243,64103,62340,61776,174772,56406,82673,28292,532,273,527,400,0,0,102.79,0,0,55.64,0,0,94.95,0,0,44.47,212489,53614,19660,47309,12003,354246,55412,55275,52617,50029,48673,31976,31574,31202,94,164,169,168,123,89,53,75,70,104,109,107,98,65,58,54,509030,150409,438140,120860,34488,88464,25212,14264,6055,4964,0,737,1011,0,0,0,0,365,0,0,0,0,0,576,632,562,597,494,331,355,473,56567,16538,27011,8682,246965,85254,118764,43027,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,912,ALIGARH                                           ,163809,58,1198,51600,1448,171,0,0,128831,56996,16983,30956,48148,8006,22931,0,155212,58,367,51116,940,0,0,0,99254,18277,13777,25122,35199,5802,21017,0,76378,68607,67778,59765,50130,35435,33204,31433,72815,68403,62408,58043,52637,37614,35066,33044,100020,92481,87613,78322,73331,53160,49617,46931,98469,86202,83146,76129,69038,63345,62420,60730,83763,74852,68873,63386,58798,63260,61727,61791,93976,46459,43902,21354,2311,1020,370,175,0,0,76.82,0,0,68.23,0,0,72.68,0,0,57.41,140049,25419,7572,42149,22662,249701,38502,35355,32584,29983,27598,29056,28333,28748,332,441,383,303,196,127,150,90,285,302,247,167,116,77,104,61,330820,157159,293073,55969,13618,81001,42972,6469,18490,0,424,1605,1349,5878,1537,4910,708,2612,238,0,0,0,0,708,746,671,568,726,632,639,698,48302,13210,22426,6426,189491,96665,89512,44640,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,945,ALLAHABAD                                         ,346431,538,774,97417,2888,569,0,0,199490,198751,48760,70790,50016,19720,21051,0,333283,98,774,95680,1110,0,0,0,169486,119910,24661,66839,42940,13175,18352,0,116495,111641,123439,114356,102953,84922,85344,84990,117621,118748,111668,112808,103648,89900,85944,87051,137422,138572,140439,125633,125298,102749,101027,98836,145677,144093,146906,143040,129738,116393,114085,111855,149590,148915,146531,140619,134272,114743,118166,116015,242986,105282,117943,53377,1565,705,792,445,0,0,98.37,0,0,76.28,0,0,85.12,0,0,56.11,273575,95080,28041,90316,25249,532887,72275,73614,71880,69388,67339,58602,60083,59829,320,464,546,536,447,289,253,230,227,363,423,386,345,198,229,215,622943,256652,544413,196788,47299,167364,52904,18971,21051,1397,4741,2235,406,0,1318,0,3512,3352,703,519,0,1408,0,196,219,215,201,156,196,187,170,57093,25535,28276,13667,344797,167170,172149,86758,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,948,AMBEDKAR NAGAR                                    ,138907,0,806,37974,243,0,0,0,172762,40156,5983,78556,21778,2804,8392,0,135837,0,806,37529,243,0,0,0,164561,36282,4812,76987,19263,2377,7995,0,77782,67803,66589,60252,55607,49124,47374,45900,77196,76978,72922,68944,61973,53051,51608,52016,79290,76782,78670,71797,66972,56897,55468,55186,79185,76973,75645,74698,68032,57067,58169,56599,75201,71358,71215,67215,66351,55241,56809,56451,105845,46985,51332,24392,344,154,101,64,0,0,119.62,0,0,91.26,0,0,108.01,0,0,75.96,154449,20913,4245,61664,10646,257215,36246,34618,34883,32901,32291,28094,29008,29419,136,202,257,236,217,125,108,91,124,138,181,165,140,98,107,83,317227,140253,300983,26635,5676,115145,21616,2804,8461,14078,14915,1234,686,0,0,0,0,2972,236,0,405,0,0,244,145,158,128,102,610,693,663,49553,21398,24261,11491,197701,95508,96377,49098,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,973,AMETHI - CSM NAGAR                                ,138227,0,725,36949,2407,0,251,0,58245,12221,1667,25842,14602,632,1680,0,137999,0,725,36829,2407,0,251,0,57755,12221,1667,25608,14602,632,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61775,62900,61452,53240,50515,38493,37514,36079,68547,61114,60554,55849,50894,37977,36850,34873,47745,46898,42494,40198,37513,29662,28783,29406,77336,26546,37951,13708,102,36,54,18,0,0,0,0,0,0,0,0,0,0,0,0,99920,7250,1541,33080,8718,151775,23169,23346,21143,20087,18749,15111,14809,15483,122,209,207,260,223,110,109,117,99,201,235,210,174,73,124,135,188193,65731,198560,12672,1816,62665,17009,940,1931,1927,2227,1093,0,0,308,0,493,1516,638,0,0,0,0,94,108,82,67,76,25,17,16,36378,13529,17570,6738,98253,43233,48921,22361,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,932,AURAIYA                                           ,86806,0,336,27797,59,89,0,0,93738,6389,7299,47735,13486,314,4414,0,85256,0,336,27563,59,89,0,0,75046,6239,6423,36141,12898,314,4414,0,34481,34678,34812,33273,29791,23145,23081,23227,37322,36379,36400,34095,31952,25024,25067,24764,41016,39387,37420,34753,33504,27286,27292,26954,41918,40878,39635,36624,34572,31531,32271,31998,40894,40116,39153,36472,33550,33290,33704,33280,69817,36440,32864,17480,0,0,0,0,0,0,117.58,0,0,99.98,0,0,110.75,0,0,88.94,85549,2946,3818,36666,6387,138017,18969,18699,18850,17293,15808,15984,16161,16253,196,339,382,358,268,232,233,137,116,205,279,235,175,139,122,89,179132,89200,180175,6499,7635,75170,13545,403,4414,549,210,0,62,0,686,0,468,0,0,544,0,0,0,0,0,0,0,0,0,2,1,12538,5361,6041,2696,97475,49872,46179,24251,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,961,AZAMGARH                                          ,364241,3519,375,104279,142,0,0,0,229833,24948,6263,118719,19096,1730,5282,0,361994,3330,243,103269,142,0,0,0,224095,19945,3037,117187,18265,1730,5282,0,142147,128249,137463,126024,109213,84642,79340,77920,138001,128999,120497,121729,113150,83064,79406,77125,144313,132295,128891,117274,117327,93466,85063,82026,155672,136765,127034,119641,107792,92834,86500,81489,146006,135423,129235,119401,113032,90444,88478,87039,224801,86612,110167,45327,1633,834,1357,722,0,0,105.09,0,0,72.74,0,0,92.09,0,0,54.96,303268,18021,3766,119949,9785,458344,71530,66918,64609,59752,55918,47257,46661,46706,1166,795,743,677,585,482,332,324,387,571,596,470,466,310,314,338,563524,200958,587168,29055,6638,220895,20061,1730,5179,12084,6374,0,90,0,0,0,12131,3400,0,2637,155,0,214,674,783,794,862,664,491,567,627,50229,20048,24375,9766,302201,129380,150894,69287,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,908,BAGHPAT                                           ,56081,3138,0,12086,401,0,45,0,43446,55735,12288,8690,17037,116,2375,0,52376,2220,0,11899,311,0,45,0,40300,50203,11758,7464,14596,116,2210,0,29995,25863,22797,20578,19208,21061,18974,17188,30840,26079,24017,22716,21272,20877,20079,19395,29815,26790,25221,22303,21196,22153,20839,20592,32282,29147,28042,26055,23799,23264,22753,22149,32710,31018,29043,27308,25616,23832,23361,22465,36911,17903,16778,7843,8,0,801,357,0,0,96.15,0,0,77.34,0,0,55.13,0,0,46.94,44875,26195,5797,9880,8697,96637,14674,14050,13042,12301,11489,11127,10568,10314,152,129,117,111,85,67,71,64,121,107,86,77,77,58,63,59,83540,42278,100069,58873,9916,20776,18079,116,2420,0,0,2372,0,867,0,0,1583,0,0,532,0,0,0,42,51,40,46,40,20,72,68,16776,7626,8250,3505,102504,45792,45968,21408,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,950,BAHRAICH                                          ,371092,0,268,95594,634,0,0,0,49115,21536,7299,18612,14382,834,4283,0,364978,0,0,94165,565,0,0,0,35542,16499,6726,13661,13083,522,4114,0,95798,86682,82627,71700,58695,35989,30392,25370,89847,90346,81042,74042,64968,37721,32799,28061,96507,97190,94295,82564,75295,43553,39246,34994,114009,93974,90172,83708,73940,48340,43165,40191,93545,106895,89462,83026,76559,51954,50267,44562,81226,26507,38255,12784,3398,1811,1144,565,0,0,85.16,0,0,51.98,0,0,78.38,0,0,40.51,204040,10513,3553,58229,6776,285250,43387,50372,42480,40248,37034,24986,24898,22277,581,643,650,558,493,248,168,123,447,379,369,305,271,133,108,86,413697,114391,420482,21028,8016,112763,14928,834,4181,5165,3977,0,264,0,0,0,853,279,0,1124,238,0,102,206,81,74,66,105,638,689,558,117356,30330,56010,15445,270244,83063,128297,40969,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,963,BALLIA                                            ,262251,132,315,71093,1046,0,0,0,85785,27529,5362,40604,11783,3285,7039,0,253024,0,315,67756,547,0,0,0,76864,15692,4609,38622,10995,1972,5319,0,81502,78994,81394,74992,66659,42989,40460,40433,76363,77348,74798,72166,65163,43184,41537,39506,76949,77166,78419,71702,67936,44909,45261,43336,81086,81094,80927,76755,69638,51024,51644,53016,77093,78298,79681,76058,71814,49000,49107,49491,93470,34397,46924,18178,17985,9202,7897,4416,0,0,92.72,0,0,59.82,0,0,84.2,0,0,49.07,183567,14297,2724,62231,7104,275178,38836,39619,40772,39821,37078,26525,26443,27108,812,675,642,548,388,407,318,251,477,582,550,413,371,286,307,218,347753,121069,347945,26530,3776,108375,11365,2454,6662,3143,271,947,1386,874,205,1048,5143,291,0,1094,107,795,0,869,753,702,733,677,682,654,622,16782,7393,8406,4340,219290,81505,113651,44539,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,952,BALRAMPUR                                         ,188051,201,0,37215,0,0,0,0,51025,53112,3324,7831,6168,581,36,0,184026,0,0,36689,0,0,0,0,47647,36281,1929,7402,4851,262,36,0,64192,47637,51179,42928,32519,14311,12597,11894,81810,69638,55353,48930,40698,26453,18161,15421,70546,74987,66536,52800,47987,33326,23347,17611,65967,63229,67377,62586,53279,26415,24741,24630,67902,59690,53214,52784,44973,26349,23223,21258,48815,12503,23713,6183,4754,2341,1210,645,0,0,84.8,0,0,38.87,0,0,75.35,0,0,27.9,114583,24244,2458,22831,2467,166834,31620,28623,25584,25252,21821,12791,11455,10468,68,104,101,169,98,42,32,28,74,103,91,84,61,39,28,29,247514,50835,221862,41037,3324,44181,5952,581,111,15925,12075,0,336,0,0,0,1289,192,0,529,0,0,0,0,11,11,0,1,8,4,5,77642,17056,35568,7753,126029,31143,60311,15007,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,940,BANDA                                             ,183909,2468,1467,74510,1964,61,0,0,33774,23414,8790,8160,5339,2518,2199,0,176749,742,678,73367,886,61,0,0,22965,9228,2878,6935,4787,648,1665,0,47207,49342,54344,55318,54912,33856,31024,28826,46696,49563,50093,51602,53601,38603,32419,30060,46086,49998,51234,49193,51319,38603,38265,33313,49489,48932,50845,49278,46757,37467,38047,37413,49290,49976,48125,47514,46373,35438,36142,36220,61879,24572,28451,11876,433,189,129,68,0,0,101.87,0,0,74.17,0,0,94.07,0,0,59.62,105035,11311,4053,43398,2959,168768,23162,23703,22816,22856,22340,17224,18231,18569,467,357,342,290,220,215,182,146,230,292,272,213,146,210,172,110,222797,86652,214846,25291,9689,81446,7354,2579,2199,1101,250,150,129,0,0,0,301,341,0,308,0,0,0,552,451,483,480,425,829,805,903,18691,7534,9127,4053,135626,61451,65568,30831,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,946,BARABANKI                                         ,244082,3600,360,82022,2842,0,0,0,53389,71147,11371,11153,22122,535,1717,0,239024,3124,360,79454,2026,0,0,0,48572,60973,5088,9068,16136,230,1283,0,87215,79153,74541,70694,63591,44220,39346,37331,78657,80312,73778,66936,63696,42527,39282,35170,79402,79314,80213,72907,65408,48455,47221,44073,78202,75487,75067,73033,66370,52009,51274,50460,77897,75775,71193,67563,66522,55369,49677,49248,125841,50353,62174,26220,1359,651,614,349,0,0,84.3,0,0,60.83,0,0,74.81,0,0,45.89,149683,35242,5685,51136,15361,258199,38283,37312,35242,33864,33434,28600,25627,25982,349,351,455,394,394,284,200,239,197,246,370,333,312,198,182,204,318554,116411,293357,63239,10467,88772,28329,535,1134,1979,6549,0,4017,1669,0,0,1679,6657,1337,1086,401,0,0,374,342,318,335,328,291,295,264,65258,23902,31947,12438,178731,75283,89112,39301,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,920,BAREILLY                                          ,256668,1806,0,69981,1984,0,252,0,182695,189142,16508,30126,22097,6305,4272,0,237445,1641,0,67117,476,0,252,0,142784,146251,7125,22377,14805,4888,3146,0,122612,115450,103965,103429,91467,51706,45012,41677,142800,114349,104277,89260,88731,52096,47560,41915,137202,120033,111745,99405,85538,60554,55571,51338,142195,131271,118571,107368,96435,63444,66458,61235,151553,121709,117312,103322,94277,71134,63456,65174,89024,34864,41974,16926,1264,635,684,352,0,0,104.01,0,0,56.28,0,0,91.42,0,0,42.96,217001,81702,9114,52062,10587,374667,70526,57447,56014,49601,45362,33688,30254,31953,195,208,253,194,226,88,85,76,122,187,210,144,161,90,54,61,516976,152470,441223,191311,14593,99942,24296,6305,4524,2275,1321,0,251,0,0,0,0,0,3243,0,0,0,0,317,226,262,238,214,677,572,824,121626,33063,57501,15387,422914,136273,201456,65007,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,955,BASTI                                             ,191705,1254,363,49029,656,0,0,0,100505,28436,3642,43845,36455,41,5107,0,189359,1254,363,48355,543,0,0,0,92778,26387,3642,41772,35693,41,5107,0,62322,59520,57074,52026,46887,27676,26414,25205,52891,56879,57301,61891,60273,27509,27907,28299,62968,57942,57411,58363,59019,32268,31053,30843,61958,62601,60789,58015,52656,39982,39196,39113,66492,65337,64436,60162,57132,48115,50071,50385,94685,41389,47866,21408,157,67,23,12,0,0,94.39,0,0,76.06,0,0,88.28,0,0,55.11,149543,14620,1950,50231,18254,237048,33685,32645,32778,30711,29596,25163,25854,26616,464,607,538,543,482,488,471,341,347,480,467,401,347,432,384,285,293273,107646,293116,29690,4005,92675,36074,41,5107,0,0,0,0,847,0,0,0,0,0,257,190,0,0,3,0,0,0,0,62,88,134,37993,9557,18530,4533,133715,66606,68900,34865,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,971,BHADOI                                            ,118949,273,0,42094,359,0,0,0,61031,19503,9668,28212,8885,1388,1279,0,114839,0,0,41042,297,0,0,0,50917,14818,4505,23824,7345,1388,1122,0,39360,40704,42995,43042,44469,29609,29079,30278,40917,42440,43474,42012,41919,33400,30406,30634,42435,43525,44887,42656,41800,30958,33044,30889,40868,42687,43328,42782,41266,29657,30266,32622,41814,42680,42673,41239,40742,31915,31575,31789,61198,25742,29123,13057,9,1,10,2,0,0,98.64,0,0,77.09,0,0,88.26,0,0,60.24,90084,9106,6948,36410,3988,149746,20089,20684,20666,20263,19880,16018,15958,16188,87,84,120,107,78,55,45,55,52,62,87,72,60,40,55,49,187151,74461,179326,17811,5487,70306,9244,428,1279,3490,823,3875,28,0,4401,126,366,2379,5072,0,0,960,0,3,3,0,4,5,9,6,4,26256,9342,12777,5151,117453,52530,57733,26719,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,903,BIJNOR                                            ,173671,1083,749,64181,5885,0,191,0,259788,48577,15197,74004,45952,3517,7106,0,160989,1083,506,60105,2214,0,191,0,182181,37363,6869,64012,32347,3058,6332,0,121808,129095,130487,126195,117384,53549,56492,56292,124740,135272,132908,126843,117000,55705,57725,53687,135134,132738,131213,129823,127981,60623,58131,57445,124926,126712,121889,118561,112426,78151,77595,75393,99601,99983,98291,92910,91060,74377,74143,76708,121474,64806,59838,33016,1840,886,803,379,0,0,106.93,0,0,82.76,0,0,91.43,0,0,62.19,217165,24564,12538,73349,24518,357344,48954,49324,49002,46728,45537,38864,38785,40360,444,590,700,653,577,252,212,172,314,433,517,520,428,218,183,174,412005,169260,422734,46398,15907,134241,50878,3517,7297,9674,787,697,3853,692,0,0,6444,65,0,0,0,0,0,2116,2237,2110,1860,1867,1678,1245,1156,147356,68530,74027,37904,227536,101414,113621,53896,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,919,BUDAUN                                            ,261135,0,557,70631,940,0,0,0,83170,25785,19626,20689,16984,2013,4559,0,254166,0,557,69732,566,0,0,0,65800,14523,9274,17686,11900,1085,2999,0,99755,88335,79776,80362,81202,50185,37160,33614,99068,92208,83754,75220,75385,47364,48312,34708,103823,100673,98833,85900,74592,53148,51208,47601,92757,85816,80285,73219,64736,45541,43463,41964,84415,84441,78577,72032,65977,48067,43878,42308,79141,27193,36775,12297,356,211,376,232,0,0,73.67,0,0,43.8,0,0,68.17,0,0,34.35,164525,12796,10997,45416,6066,242111,38565,39196,36909,34017,31113,22021,20194,20096,559,562,539,422,340,246,188,134,380,414,402,267,208,158,145,126,356673,105300,327500,20463,16814,88882,17400,1705,4106,15781,2682,0,2438,0,0,182,4281,7669,829,208,29,505,67,1169,924,848,789,685,584,486,381,64534,19782,30477,9246,241163,79500,112649,37491,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,911,BULANDSHAHR                                       ,157819,2866,892,45967,3260,565,236,0,184808,15226,3919,40099,52151,2069,8599,122,148661,1667,303,43109,2631,565,0,0,117058,9290,2654,26148,43406,239,7310,122,77759,72907,71458,67609,62911,32093,29595,27674,76454,73669,70106,68186,66764,35066,35614,34144,77094,75001,74489,69262,67312,36720,35918,34570,80949,78563,75032,71521,70077,50997,52032,51389,81163,76765,72839,67638,66566,52744,52233,52014,123212,48416,61452,23931,1345,668,233,143,0,0,85.67,0,0,62.66,0,0,74,0,0,42.11,172904,8137,3084,46006,25418,261345,39895,38900,36610,34307,33921,26405,26079,25770,206,288,346,313,320,180,138,102,107,167,232,235,250,101,106,87,315260,105510,344170,18308,4059,86286,55411,2634,8835,0,0,485,0,0,0,0,0,0,267,0,0,0,0,949,801,779,727,708,808,715,768,63342,22826,31823,11546,155384,71021,78894,35709,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,966,CHANDAULI                                         ,163202,387,1762,58607,925,0,0,0,52458,32560,4061,22091,8633,0,3491,0,161313,387,0,58115,513,0,0,0,45088,29455,1970,20105,7874,0,3209,0,48517,48925,56332,51323,50214,34567,35154,35446,51909,51694,50703,54487,51212,36380,36144,36586,54515,55949,53575,50375,52529,37763,38715,37980,49943,50821,51216,48116,46091,38425,36153,36280,46759,49798,49417,48184,46607,35822,37702,36123,82869,34422,39822,17330,364,160,275,151,0,0,93.31,0,0,74.22,0,0,90.48,0,0,66.04,106502,14972,3293,42168,4790,173425,22599,24272,24204,23544,22976,17955,19214,18661,238,309,328,340,295,188,169,151,225,255,270,293,264,164,164,150,233487,97567,214488,32518,2513,80539,9425,0,3252,0,0,3310,0,0,0,0,1172,1321,0,159,0,0,0,308,284,289,291,342,547,610,519,20813,9368,10307,4924,131520,61234,65217,31694,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,941,CHITRAKOOT                                        ,115858,71,974,40402,635,299,815,0,26475,28290,5349,5383,4473,2279,938,0,113613,71,715,39592,463,299,815,0,16804,8378,2996,4656,2299,1262,647,0,29487,27504,27394,28345,25086,18999,17795,17153,29485,31313,29581,28584,28899,21269,19510,18828,33302,33720,33766,29915,28317,22190,20772,18698,34976,32701,32981,31895,28237,23717,22442,21873,34869,34635,32972,31990,31125,24320,23204,23399,52109,19221,24325,9229,182,66,111,39,0,0,117.66,0,0,86.31,0,0,108.59,0,0,69.67,68888,12670,2713,24023,3285,114015,16550,16586,15668,15344,15018,11786,11423,11640,90,154,201,253,227,185,159,141,61,111,143,158,157,116,143,104,152824,57247,139980,28084,6323,44549,7619,2578,3064,4325,222,0,310,23,0,0,1645,178,532,909,0,0,0,748,510,546,423,498,569,538,583,4599,1840,2194,921,80235,35669,38631,17500,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,960,DEORIA                                            ,232375,1768,839,54965,5332,729,687,0,107283,14800,18544,51828,26914,1438,4319,0,222322,1768,839,51638,4566,358,687,0,99401,13695,17175,48029,24529,718,3494,0,74952,70263,73668,63574,54469,36681,34020,33452,73738,73138,71639,68321,56616,35726,36562,34388,88422,80845,79507,72267,65518,45606,44569,44001,84677,82354,79401,73280,65514,53246,53245,55301,79863,78921,77366,71517,64978,55018,55208,57212,84488,34325,42930,18340,27392,13740,13679,7448,0,0,92.7,0,0,69.59,0,0,81.58,0,0,55.12,178935,8865,10576,60278,17245,280488,40384,40420,40435,37404,34089,29507,29643,30837,411,559,621,523,442,258,244,190,276,388,430,351,318,189,189,143,327946,132632,341147,15381,20296,107598,31428,2320,5689,2785,963,1026,1434,3822,0,957,4812,510,1040,3399,285,0,139,389,305,405,393,520,1054,944,1018,28303,13218,14408,6968,211240,91785,111154,49787,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,917,ETAH                                              ,128307,884,2400,34190,1910,0,138,0,92321,38260,3965,27574,27251,2501,15951,0,123674,0,216,33990,548,0,138,0,72759,28347,2402,21949,23504,2001,15213,0,55237,49859,48377,43528,38579,25891,24581,23543,53406,49865,46312,42981,39050,29263,27800,26940,64393,56689,54940,48909,45768,34755,32287,30692,61028,55682,52258,48250,42904,38202,37301,35900,56755,53448,51916,46840,43290,41589,41607,40615,49847,23052,23239,10579,0,0,0,0,0,0,108.17,0,0,87.31,0,0,93.48,0,0,65.49,105499,16376,3347,31709,11917,176486,25758,25086,24810,22468,20550,19418,19641,18825,38,71,91,83,53,68,52,54,26,40,58,58,48,67,42,29,217993,92872,220325,37360,4499,61764,28092,2501,15877,0,1488,1866,0,1069,0,0,303,296,0,0,0,0,212,5277,5085,4696,4040,3441,2850,2772,2575,13183,3789,6397,1911,170326,81096,80471,38213,,,,,,,,,,,,,,,,
