09,UTTAR PRADESH                                     ,0966  ,CHANDAULI                                         ,2012-13,3895,21,30,1465,59,0,9,0,936,520,178,386,447,38,166,0,1,11,0,0,0,0,0,0,85,9,3,34,8,0,5,30,197,10,13,55,9,1,9,42,506,46,22,611,72,17,16,576,1131,310,15,579,96,13,41,829,1186,145,151,513,309,6,97,277,44,6,3,19,6,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2355,383,117,1279,369,26,137,714,142,84,424,80,11,33,80,1,6,109,51,0,1,704,17,1,25,6,1,1,979,9,0,14,0,0,3,0,0,0,0,0,0,0,463,43,18,290,26,9,15,263,9,5,96,8,0,1,20,3,3,17,2,1,0,6,1,1,2,1,3,0,317,19,10,169,125,10,43,183,10,0,49,12,0,8,5545,474,7,221
09,UTTAR PRADESH                                     ,0941  ,CHITRAKOOT                                        ,2012-13,3326,13,51,1288,40,0,24,0,532,511,2,218,325,6,9,0,0,0,0,0,0,0,0,0,74,22,0,50,11,0,0,28,108,19,0,47,6,0,1,27,392,99,8,474,61,5,7,505,907,216,10,471,34,0,10,766,803,144,31,439,252,1,15,263,16,8,0,7,1,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1643,382,20,1053,299,0,19,577,103,29,244,18,1,8,82,23,0,193,48,5,6,838,10,4,9,0,0,0,717,6,0,7,0,0,0,1,0,0,0,0,0,0,428,43,4,180,27,0,4,143,9,4,35,4,0,1,17,10,0,11,1,0,0,7,3,0,5,0,0,1,497,1,0,198,0,0,3,249,0,0,31,0,0,1,3915,1278,7,75
09,UTTAR PRADESH                                     ,0960  ,DEORIA                                            ,2012-13,7161,70,47,2970,915,0,92,5,2444,424,924,1827,960,33,198,24,90,103,8,91,23,5,0,0,447,35,51,173,20,0,7,72,373,53,20,179,61,0,12,157,1502,142,321,1034,570,1,116,1260,2772,282,168,2163,270,21,58,1344,1334,82,399,1185,930,16,93,473,82,2,12,38,32,0,1,9,1,0,4,1,7,0,1,0,0,0,0,0,0,0,0,0,4665,408,702,3084,1451,31,165,1644,145,60,1374,92,7,45,201,43,213,315,347,0,78,1017,0,2,71,8,0,2,2167,1,2,44,0,0,0,1,0,0,0,0,0,0,1051,34,41,400,124,3,9,486,14,9,165,2,0,0,135,16,9,106,49,0,23,80,5,1,55,4,0,1,213,0,0,112,4,0,0,192,0,0,52,0,0,0,10264,910,13,22
09,UTTAR PRADESH                                     ,0917  ,ETAH                                              ,2012-13,4406,17,45,1348,75,0,11,0,2483,1038,131,1162,1076,81,378,0,0,0,0,0,0,0,0,0,47,8,0,19,6,0,1,8,161,19,0,43,15,0,7,29,745,175,15,550,54,4,12,668,2216,544,38,950,136,17,37,779,1907,305,121,911,904,58,330,303,64,0,2,19,17,0,1,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3211,669,104,1811,953,50,326,1871,352,72,655,158,29,52,58,30,0,27,23,0,11,688,2,0,11,13,1,0,1060,2,0,6,4,1,0,1,0,0,0,0,0,0,407,45,2,308,112,0,20,291,13,11,96,19,0,0,18,7,4,3,2,0,0,9,3,0,3,0,0,0,755,0,0,311,6,1,0,586,1,0,89,0,3,0,7524,216,6,2869
09,UTTAR PRADESH                                     ,0931  ,ETAWAH                                            ,2012-13,3704,0,32,1346,95,0,0,0,1770,246,140,954,772,14,151,0,0,0,0,0,0,0,0,0,117,2,0,15,5,0,1,14,158,0,0,51,5,0,1,28,473,17,1,447,16,0,1,487,1832,132,12,966,107,0,3,669,1357,94,158,798,732,14,144,330,23,0,0,8,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2630,163,102,1607,739,8,141,1330,82,69,678,128,6,10,0,0,0,0,0,0,0,615,0,1,6,0,0,0,899,1,0,9,0,0,0,0,0,0,0,0,0,0,542,24,5,293,25,0,2,335,5,0,102,3,0,0,5,0,0,4,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,6671,1444,1,7
09,UTTAR PRADESH                                     ,0947  ,FAIZABAD                                          ,2012-13,5387,38,58,1808,176,0,9,0,3594,382,111,2228,911,10,98,0,151,137,23,5,0,0,0,0,167,10,0,62,10,0,0,16,364,33,6,143,34,0,0,63,902,112,52,633,195,1,3,471,2685,198,29,1439,198,1,23,1073,2715,186,98,1656,616,8,81,679,80,9,5,49,14,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3962,318,53,2677,731,2,87,2915,175,103,1222,191,8,20,36,55,34,83,147,0,0,743,5,2,32,14,0,0,1476,4,0,27,4,0,0,0,0,0,0,0,0,0,735,23,5,448,67,0,8,495,11,10,165,16,0,1,30,5,1,19,6,0,0,38,1,1,16,2,0,0,723,6,0,341,3,0,0,676,0,0,120,0,0,0,8884,391,8,915
09,UTTAR PRADESH                                     ,0929  ,FARRUKHABAD                                       ,2012-13,4522,19,266,1692,595,11,77,0,1539,621,74,869,339,16,102,0,52,17,0,12,0,3,3,0,112,23,1,72,6,6,11,22,214,28,5,156,14,2,9,72,508,83,236,516,624,8,103,685,1703,352,31,955,55,6,17,927,1519,165,64,830,223,8,41,339,41,2,1,19,5,0,0,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2386,478,117,1702,682,16,82,1674,170,125,821,82,7,8,39,6,96,25,164,7,92,907,3,2,16,3,0,0,1107,0,0,9,3,0,0,0,0,0,0,0,0,0,520,26,5,292,35,1,5,346,11,8,125,3,0,1,17,3,0,20,4,0,1,15,1,0,12,0,0,0,946,11,0,444,1,0,0,849,4,0,211,1,0,0,6738,329,22,332
09,UTTAR PRADESH                                     ,0942  ,FATEHPUR                                          ,2012-13,7185,102,35,2498,227,19,39,53,2814,951,299,1691,1180,59,48,0,15,94,20,5,0,0,0,0,303,66,3,160,16,2,6,80,431,81,35,157,48,18,9,124,1186,186,124,1015,171,11,16,1051,2826,544,83,1423,230,20,23,1511,2139,219,103,1236,875,24,31,535,81,9,0,38,15,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368,764,187,2621,1038,55,59,2399,289,55,959,207,14,18,200,52,106,449,110,7,8,1285,36,3,116,37,2,1,1761,6,3,49,15,0,1,1,0,0,0,0,0,0,973,98,18,486,157,7,5,576,26,3,133,26,0,4,75,18,5,42,17,6,1,60,4,3,14,4,0,0,624,7,2,304,0,2,0,668,1,1,206,4,0,0,10484,967,16,449
09,UTTAR PRADESH                                     ,0916  ,FIROZABAD                                         ,2012-13,4666,55,41,1691,63,24,27,0,1550,1092,316,549,489,85,232,0,57,0,0,0,0,0,0,0,122,26,11,63,28,14,11,47,250,17,11,121,44,11,16,131,546,65,45,412,9,3,11,883,1666,631,41,768,59,17,52,750,1491,399,232,845,390,64,155,389,37,4,6,23,12,0,2,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2445,745,218,1577,463,81,191,1643,389,104,651,80,28,58,24,8,26,4,0,0,0,954,3,8,4,7,0,8,1207,2,1,4,2,0,2,0,0,0,0,0,0,0,530,76,34,245,58,12,15,361,25,16,108,12,3,7,10,9,1,6,18,1,4,17,1,0,5,1,0,0,113,24,15,58,7,8,13,83,3,2,28,10,2,2,7702,600,17,273
09,UTTAR PRADESH                                     ,0910  ,GAUTAM BUDDHA NAGAR                               ,2012-13,3227,287,463,754,553,31,54,0,1047,856,567,187,275,59,39,0,11,0,0,4,0,0,0,0,312,41,36,59,19,0,0,15,307,72,82,88,43,1,2,61,640,190,137,216,109,15,7,281,1073,473,363,257,296,33,45,334,1153,338,329,286,342,37,35,168,33,11,31,20,12,1,4,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1424,522,405,444,579,40,54,2077,592,573,453,234,47,39,18,11,4,30,8,0,0,322,9,13,6,5,2,0,444,9,35,12,2,1,0,0,0,0,0,0,0,0,253,60,47,64,99,1,4,255,51,38,59,34,2,3,17,15,5,2,6,4,2,47,9,11,5,11,6,0,93,1,0,43,0,0,0,126,0,0,41,1,0,0,4844,199,28,81
09,UTTAR PRADESH                                     ,0909  ,GHAZIABAD                                         ,2012-13,3582,324,91,1166,107,0,0,0,2840,2399,149,697,1102,2,4,0,42,31,0,3,0,0,0,0,62,10,0,31,1,0,0,16,283,44,0,36,8,0,0,49,611,189,2,387,9,0,0,423,2802,1856,87,757,112,0,0,550,1403,619,148,616,1072,2,4,281,37,12,3,8,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1996,877,81,1009,760,1,2,3202,1853,159,826,448,1,2,0,0,0,0,0,0,0,415,9,0,13,0,0,0,851,15,0,18,1,0,0,0,0,0,0,0,0,0,312,77,1,181,12,0,0,369,102,2,142,8,0,0,9,6,1,5,3,0,0,32,16,0,9,1,0,0,10,0,0,14,59,0,0,11,0,0,2,11,0,0,6358,288,11,19
09,UTTAR PRADESH                                     ,0965  ,GHAZIPUR                                          ,2012-13,6557,4,35,1997,592,17,388,0,4590,231,92,2282,716,1,28,0,84,124,2,11,1,3,1,0,1219,67,13,432,35,2,18,195,785,37,14,449,106,7,26,125,1410,67,1,946,112,1,24,760,3056,116,26,1476,201,6,108,1609,1621,46,73,879,815,3,233,497,73,5,1,22,16,0,1,15,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,5989,237,86,3028,1026,17,323,2077,83,42,1083,242,2,86,100,18,0,93,21,0,1,1178,19,1,77,19,2,4,1887,2,0,9,1,0,3,0,0,0,0,0,0,0,1184,16,6,641,114,2,21,521,6,5,150,41,1,5,140,4,3,68,35,3,6,70,3,0,31,14,0,0,667,0,0,253,0,0,0,601,0,0,111,0,0,0,9369,1379,6,139
09,UTTAR PRADESH                                     ,0953  ,GONDA                                             ,2012-13,6363,90,130,1960,133,3,36,0,2306,1660,906,1271,1416,322,499,0,513,224,26,30,0,138,0,0,139,43,6,35,6,7,9,24,205,80,60,108,77,35,41,42,1102,343,128,693,87,92,44,1037,1936,755,177,1097,237,91,169,1278,2357,707,665,1248,1081,224,268,1102,76,21,9,22,18,5,0,29,3,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,3788,1268,749,2309,1260,321,412,1992,649,289,849,248,130,120,38,32,7,46,4,3,0,1512,13,14,35,33,4,1,1852,12,3,22,4,5,2,0,0,0,0,0,0,0,582,51,40,269,69,10,31,285,15,22,81,10,1,8,38,18,16,25,8,20,6,21,4,2,9,0,2,4,1130,11,0,367,0,9,1,941,4,1,168,0,2,3,8535,503,33,827
09,UTTAR PRADESH                                     ,0958  ,GORAKHPUR                                         ,2012-13,8954,70,39,3234,230,1,0,0,2951,494,360,1872,1869,77,133,0,79,158,24,2,0,6,0,0,493,98,40,255,63,3,1,66,337,42,0,188,28,1,0,75,1283,128,227,935,1118,21,40,898,3394,290,38,1898,185,20,22,1536,3098,118,103,1669,650,37,68,779,148,13,6,84,19,2,1,31,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5341,425,158,3153,783,67,79,3411,233,53,1872,182,7,16,1,32,203,5,1099,10,37,1218,13,4,48,33,0,1,2013,19,5,30,2,0,0,0,0,0,0,0,0,0,1237,39,18,424,95,0,7,744,18,7,233,13,0,2,105,6,2,65,19,0,1,92,4,14,22,4,0,0,523,0,0,143,0,0,0,430,0,0,99,0,0,0,12906,754,4,101
09,UTTAR PRADESH                                     ,0938  ,HAMIRPUR (U.P.)                                   ,2012-13,2696,4,27,953,112,0,59,0,2043,124,39,832,950,103,136,0,64,102,21,4,0,0,0,0,44,4,0,27,7,0,1,2,189,13,1,57,8,7,4,28,590,37,7,361,54,12,31,246,1772,97,15,776,231,37,74,680,1087,77,60,539,731,45,80,183,23,1,4,4,14,0,2,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2649,159,47,1383,873,84,147,1056,70,40,382,151,12,42,0,0,0,0,21,7,3,528,0,0,15,11,0,3,570,1,0,9,6,0,0,0,0,0,0,0,0,0,582,18,1,306,123,14,22,218,1,6,54,14,2,7,23,0,0,13,7,0,0,11,1,0,4,2,2,0,509,1,0,236,1,0,8,218,0,0,46,0,0,0,4720,159,10,834
09,UTTAR PRADESH                                     ,0975  ,HAPUR (PANCHSHEEL NAGAR)                          ,2012-13,1591,76,11,487,9,0,0,0,667,377,81,266,572,0,6,0,31,8,0,3,0,0,0,0,28,4,0,4,12,0,0,8,117,13,0,16,7,0,4,29,213,54,2,144,5,0,0,245,746,259,34,296,78,0,2,294,462,124,54,277,475,0,0,153,17,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,258,44,492,425,0,6,667,198,48,248,152,0,0,0,0,0,0,0,0,0,266,1,0,5,3,0,0,440,4,0,11,1,0,0,0,0,0,0,0,0,0,174,24,1,98,8,0,0,122,17,0,55,3,0,0,4,2,1,4,3,0,0,10,2,0,3,1,0,0,0,0,8,0,71,0,2,0,0,7,0,15,0,0,2079,154,0,0
09,UTTAR PRADESH                                     ,0925  ,HARDOI                                            ,2012-13,9342,15,76,2745,119,3,12,0,4795,486,99,1099,762,85,97,0,53,5,0,0,0,0,0,0,385,15,5,155,32,10,9,70,522,24,12,213,26,10,27,174,1858,83,21,861,81,6,4,1502,4220,258,52,1500,224,51,24,2402,2439,113,78,1019,485,9,41,640,77,0,1,15,13,1,3,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6238,275,67,2608,755,66,87,3189,203,101,1125,66,21,21,81,16,1,30,40,0,0,2282,7,6,58,15,0,1,2400,5,0,23,5,1,0,0,0,0,0,0,0,0,2039,70,23,545,141,17,22,1010,24,26,154,10,2,6,61,3,0,28,10,0,1,41,5,1,8,1,1,0,217,1,0,81,11,1,9,147,0,0,39,2,0,2,9827,802,8,236
09,UTTAR PRADESH                                     ,0913  ,HATHRAS                                           ,2012-13,3752,38,34,1718,152,0,40,0,1376,182,338,563,868,83,129,2,8,0,0,0,0,0,0,0,257,5,3,130,3,0,1,58,363,10,4,143,5,0,2,106,630,26,143,480,355,45,70,360,1022,87,39,623,98,15,23,849,1096,85,176,877,537,11,65,389,35,0,7,18,19,0,2,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2179,128,198,1432,735,37,112,1208,74,151,803,119,15,22,18,11,23,36,163,19,29,758,6,0,4,3,9,4,973,1,0,6,0,3,2,0,0,0,0,0,0,0,465,14,5,282,34,0,3,313,7,9,121,4,0,3,24,15,0,6,1,0,0,18,3,4,3,0,0,0,702,3,0,338,2,0,0,519,2,0,213,0,0,0,5466,762,20,395
09,UTTAR PRADESH                                     ,0935  ,JALAUN                                            ,2012-13,3002,21,42,1361,93,4,0,0,1084,1018,66,598,829,0,97,0,0,2,0,0,0,0,0,0,169,11,2,90,3,0,0,54,220,27,2,93,6,0,2,115,656,181,0,538,22,0,4,337,1170,570,17,723,251,1,27,332,882,229,87,500,626,3,62,131,39,6,0,4,14,0,1,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2101,728,77,1444,828,2,89,1001,243,31,471,94,2,8,37,53,0,33,0,0,0,503,16,0,4,0,0,0,444,1,0,7,0,0,0,0,0,0,0,0,0,0,492,140,10,287,153,0,7,246,28,2,95,10,0,1,19,1,0,27,8,0,1,9,2,0,7,1,0,0,843,5,0,516,5,0,0,496,3,0,177,0,0,0,6384,335,13,1097
09,UTTAR PRADESH                                     ,0964  ,JAUNPUR                                           ,2012-13,9423,157,72,3227,15,3,1,0,4683,966,292,2820,1045,56,272,0,252,153,6,40,1,0,0,0,1046,134,18,529,81,6,14,207,786,50,29,329,65,2,8,163,2302,246,65,1730,165,5,12,1141,3832,514,166,1919,618,40,185,1696,2515,256,86,1405,129,5,46,661,150,15,2,60,2,1,8,31,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,7031,800,223,4058,890,43,254,3234,335,96,1165,53,13,15,371,80,47,752,117,3,4,1301,48,4,83,0,0,0,2421,13,0,29,1,0,0,0,0,0,0,0,0,0,1248,92,10,678,44,2,13,745,28,4,204,3,1,1,106,17,2,55,1,0,0,55,4,0,25,2,0,0,913,4,1,363,9,1,1,834,4,0,132,1,0,0,13832,1335,6,754
09,UTTAR PRADESH                                     ,0936  ,JHANSI                                            ,2012-13,4175,78,189,1526,118,0,53,0,1050,1931,756,229,808,283,198,0,0,14,0,0,0,0,0,0,158,98,22,77,13,13,4,57,271,152,51,110,22,21,14,100,653,220,40,453,35,17,17,1012,1178,937,182,598,144,104,59,575,1084,576,608,499,679,126,148,151,49,14,17,18,12,0,4,9,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1686,906,322,1089,717,152,189,1708,1091,601,660,191,129,57,0,0,0,6,0,0,0,859,12,8,0,11,2,4,972,14,14,0,7,0,1,0,0,0,0,0,0,0,535,167,78,227,121,27,44,474,223,141,126,47,17,14,18,10,2,5,3,1,0,11,11,0,5,1,2,3,8,0,0,2,5,2,2,2,0,0,1,0,0,0,7681,453,41,102
09,UTTAR PRADESH                                     ,0906  ,JYOTIBA PHULE NAGAR                               ,2012-13,4235,40,22,1292,78,11,24,0,2645,1643,395,1383,698,72,40,0,343,32,22,55,5,0,0,0,259,56,9,76,21,5,12,48,257,64,9,102,10,3,4,80,732,227,66,475,33,14,11,462,2322,881,171,1124,188,42,21,1057,1628,423,169,862,513,14,13,423,67,15,6,33,6,0,3,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3008,1045,303,1766,600,48,41,2230,604,102,895,168,30,16,28,18,25,12,3,0,7,873,22,3,34,4,0,0,1084,26,6,23,6,5,0,0,0,0,0,0,0,0,686,140,29,336,33,4,7,335,50,7,111,6,1,0,31,19,6,21,3,0,1,30,9,0,12,1,0,0,319,0,0,139,2,0,0,267,0,0,53,0,0,0,7299,633,10,191
09,UTTAR PRADESH                                     ,0930  ,KANNAUJ                                           ,2012-13,3718,43,23,1348,54,0,7,0,404,179,1,352,189,5,65,0,55,49,117,5,0,0,5,0,169,18,1,101,4,0,1,106,245,26,0,125,9,0,0,124,432,32,11,394,5,0,2,445,689,126,76,499,20,0,7,773,838,64,53,536,203,5,66,361,23,3,0,14,0,0,0,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1547,236,79,1240,225,5,75,849,33,62,431,16,0,2,0,0,0,0,0,0,0,697,0,0,4,1,0,0,1084,2,0,30,1,0,0,0,0,0,0,0,0,0,346,9,4,162,34,0,2,272,0,0,91,1,0,0,19,0,0,16,4,0,0,15,0,0,5,1,0,0,155,0,0,100,34,0,4,139,3,0,28,0,0,1,3914,561,11,837
09,UTTAR PRADESH                                     ,0933  ,KANPUR DEHAT                                      ,2012-13,5429,0,0,1624,135,0,73,0,994,199,132,626,979,82,231,0,31,7,10,12,0,0,0,0,75,6,1,41,2,0,0,22,130,2,1,66,8,0,4,59,543,20,10,480,184,13,13,669,1753,99,55,924,310,34,150,1114,1679,68,74,728,593,35,135,370,61,6,0,5,14,0,1,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2466,147,83,1616,810,52,234,1706,54,52,508,141,21,62,69,0,6,122,160,9,7,838,1,0,14,3,0,0,1375,4,1,2,0,0,1,0,0,0,0,0,0,0,569,15,7,305,48,0,8,492,5,3,87,7,0,1,18,2,0,9,2,0,0,16,0,0,1,0,0,0,473,0,0,194,0,0,0,519,0,0,86,1,0,0,7249,231,11,473
09,UTTAR PRADESH                                     ,0934  ,KANPUR NAGAR                                      ,2012-13,6345,64,36,1896,30,13,0,0,5424,1112,282,3038,543,6,77,0,69,86,0,2,0,0,0,0,140,20,7,79,9,0,0,19,278,32,3,89,3,0,0,44,1059,170,12,814,29,0,1,860,3526,459,61,1785,116,6,36,1316,4025,528,219,2098,386,13,40,572,93,17,10,30,5,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3477,572,172,2205,452,9,58,5523,577,139,2478,92,10,19,121,77,2,212,4,0,0,785,17,2,21,23,0,0,1932,19,3,20,2,0,0,0,0,0,0,0,0,0,536,40,5,271,45,3,15,734,50,6,412,5,4,4,33,5,0,22,1,0,0,72,10,0,33,0,0,0,659,2,2,296,4,0,0,1331,1,2,439,0,0,0,14042,617,22,1150
09,UTTAR PRADESH                                     ,0972  ,KANSHIRAM NAGAR                                   ,2012-13,3245,10,48,1071,334,0,97,0,1570,0,59,778,455,27,260,0,11,0,0,0,0,0,0,0,86,0,13,23,32,3,37,13,202,0,8,43,12,2,38,37,621,10,17,322,121,9,63,498,1208,0,17,664,126,9,96,664,1233,0,42,751,450,4,114,315,32,0,1,13,7,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2252,0,47,1420,577,21,266,1016,0,43,350,130,0,52,114,10,8,46,42,6,32,673,0,9,18,33,0,6,771,0,0,15,7,0,1,0,0,0,0,0,0,0,505,0,3,276,56,2,25,206,0,6,36,15,0,6,26,0,8,8,14,0,5,8,0,0,7,3,0,0,544,0,5,295,3,0,0,397,0,0,81,0,0,0,4616,283,13,653
09,UTTAR PRADESH                                     ,0944  ,KAUSHAMBI                                         ,2012-13,3615,40,12,1359,459,0,17,0,956,122,107,717,60,9,44,0,31,18,36,0,0,0,0,0,53,4,21,30,44,1,5,15,111,12,15,93,50,1,7,137,457,11,26,519,34,1,3,560,1305,100,51,798,143,3,13,706,1086,33,39,595,237,0,30,160,53,3,2,15,10,0,1,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2068,138,127,1582,486,6,47,945,25,27,445,28,0,14,52,0,0,23,5,0,0,638,8,1,18,0,1,0,899,9,0,8,0,2,0,0,0,0,0,0,0,0,515,21,5,275,26,0,3,290,2,2,52,4,0,0,24,7,0,18,0,0,0,18,1,0,8,0,0,0,1455,12,0,743,20,0,0,1141,6,0,219,0,0,0,5035,579,10,2262
09,UTTAR PRADESH                                     ,0923  ,KHERI                                             ,2012-13,8342,105,33,2571,77,22,9,0,1464,353,236,616,699,12,38,0,20,0,0,0,0,0,0,0,190,23,4,157,14,5,1,100,484,9,2,377,18,2,1,118,1302,84,165,953,374,17,27,902,1907,164,28,860,85,0,10,2201,1689,153,68,793,273,6,8,925,48,3,0,14,9,0,0,20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3439,302,53,1914,377,1,21,1896,103,61,770,70,14,1,286,31,153,473,326,15,25,1978,13,0,17,3,2,0,2226,9,2,13,0,2,0,1,0,0,0,0,0,0,992,31,5,362,41,1,6,496,4,3,114,6,1,1,79,5,0,22,10,0,0,71,0,0,13,1,0,0,356,3,10,109,217,0,3,233,2,19,22,23,1,0,7261,904,14,1882
09,UTTAR PRADESH                                     ,0959  ,KUSHINAGAR                                        ,2012-13,6227,24,45,1491,252,0,55,0,2273,867,324,1051,888,64,155,0,353,326,58,4,0,11,5,0,164,40,10,82,12,3,2,29,318,73,43,88,42,14,17,109,1383,238,43,432,128,19,30,1208,2365,594,187,978,421,17,121,1312,1532,240,129,887,512,20,45,471,51,4,5,22,15,2,0,9,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4097,969,336,1957,982,52,171,1474,199,82,460,102,23,31,244,21,1,73,48,0,13,1291,24,6,34,8,0,0,1747,4,2,22,0,0,0,0,0,0,0,0,0,0,992,108,31,269,126,7,11,452,15,3,43,14,0,0,57,2,11,17,6,6,0,31,0,12,7,1,8,0,1942,121,13,644,71,11,1,1370,38,7,183,8,0,9,7437,602,25,636
09,UTTAR PRADESH                                     ,0937  ,LALITPUR                                          ,2012-13,3304,0,148,1375,113,0,3,0,1248,637,55,313,150,28,96,0,0,0,0,0,0,0,0,0,30,7,0,18,0,0,1,7,186,33,4,122,0,3,1,42,694,119,13,390,17,4,16,617,1182,361,78,668,57,14,40,864,761,113,101,436,175,7,40,187,23,2,5,8,8,0,1,5,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1627,231,78,1043,206,12,72,1207,404,125,591,46,16,27,44,0,0,8,11,0,0,908,1,0,19,0,0,0,766,1,0,27,0,0,0,0,0,0,0,0,0,0,441,21,7,202,41,0,5,198,56,17,92,3,0,2,18,3,2,7,1,0,0,12,2,1,3,0,0,0,661,0,0,348,0,0,0,411,0,0,165,0,0,0,3701,147,7,91
09,UTTAR PRADESH                                     ,0927  ,LUCKNOW                                           ,2012-13,6040,13,248,1647,95,12,0,5,2849,1623,2910,590,1225,1133,8,48,177,28,3,0,2,36,3,0,1714,423,82,392,29,2,0,109,497,320,63,127,11,1,0,98,989,196,20,417,27,16,0,680,1469,430,67,589,11,0,0,1083,1914,279,2921,677,1238,1161,11,484,48,5,5,22,4,0,0,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3106,1034,2799,855,1183,1140,11,3201,555,356,1200,135,28,0,326,64,4,169,3,12,0,876,2,1,3,1,1,0,1556,9,1,10,0,0,0,1,0,0,0,0,0,0,673,134,10,107,2,1,0,728,65,13,294,4,0,0,27,11,2,5,2,0,0,63,7,1,13,0,0,0,340,164,66,121,42,2,0,512,97,58,221,6,0,0,9243,904,11,382
09,UTTAR PRADESH                                     ,0957  ,MAHARAJGANJ                                       ,2012-13,4328,25,29,1122,46,0,4,0,1248,403,151,534,706,4,88,0,9,99,8,0,0,0,0,0,244,10,14,39,33,0,8,9,106,22,3,85,7,0,4,42,609,145,27,259,18,0,5,960,1221,239,39,586,45,4,6,879,1101,106,105,678,645,0,69,381,24,5,0,9,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2446,469,174,1385,607,4,75,859,58,14,271,143,0,17,0,0,0,0,0,0,0,983,0,0,0,1,0,0,1297,0,0,0,1,0,0,0,0,0,0,0,0,0,580,58,8,205,4,1,1,312,6,0,33,0,0,0,27,3,0,13,0,0,0,23,0,0,11,1,0,0,18,0,35,1,63,0,11,0,0,3,0,8,0,5,5046,206,1,52
09,UTTAR PRADESH                                     ,0939  ,MAHOBA                                            ,2012-13,1941,12,10,758,105,0,3,0,634,446,33,207,137,10,18,0,0,3,0,0,4,3,0,0,132,92,2,50,13,9,0,35,222,178,15,93,34,0,0,43,327,72,8,203,30,1,0,330,516,93,13,336,62,3,11,410,450,26,5,269,101,0,9,105,7,0,0,11,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1130,357,40,723,186,3,20,520,104,3,240,60,10,0,4,0,0,0,0,0,0,443,0,0,2,0,0,0,478,0,0,0,0,0,1,0,0,0,0,0,0,0,262,22,5,128,26,0,0,118,5,0,41,12,0,0,3,0,0,5,0,0,0,1,0,0,2,0,0,0,370,0,0,225,0,0,0,239,0,0,56,0,0,0,3323,890,6,44
09,UTTAR PRADESH                                     ,0918  ,MAINPURI                                          ,2012-13,5201,19,14,1760,54,0,41,0,3134,281,190,1641,809,36,106,0,0,0,0,0,0,0,0,0,215,19,6,102,18,6,5,75,329,5,4,132,18,14,22,59,922,23,26,577,26,2,8,714,2394,158,78,1226,186,5,26,1047,2060,72,87,1263,585,9,84,535,69,10,3,44,8,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767,208,150,2310,751,26,121,2203,77,54,997,90,10,26,19,2,0,37,0,0,0,997,10,0,45,21,0,0,1349,3,0,12,1,0,0,0,0,0,0,0,0,0,656,22,7,388,56,1,14,454,7,2,171,6,1,1,32,0,4,22,5,0,3,28,1,0,8,0,0,1,361,32,104,208,610,17,73,286,13,46,79,58,8,10,8113,742,7,82
